orderId:ID(Order),OrderDate,RequiredDate,ShippedDate,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderID,labels:LABEL
488,2025-09-20 21:31:30,2025-09-28 21:31:30,,377.54,昂歌信息科技有限公司生物科技,内蒙古自治区金凤县城东马鞍山路A座 708516,南昌市,四川省,658489,中国,488,Order
489,2024-08-08 23:48:47,2024-08-21 23:48:47,2024-08-09 23:48:47,291.82,鸿睿思博网络有限公司科技公司,青海省兴安盟县西夏佘街D座 903506,长春县,澳门特别行政区,979622,中国,489,Order
490,2025-09-08 13:12:24,2025-09-16 13:12:24,2025-09-10 13:12:24,223.04,太极网络有限公司网络安全,江西省银川市兴山上海路W座 571776,惠州市,内蒙古自治区,797677,中国,490,Order
491,2025-10-31 11:36:01,2025-11-09 11:36:01,2025-11-03 11:36:01,206.72,华成育卓科技有限公司物联网,辽宁省天津市南长兰州街Z座 934701,建市,福建省,354441,中国,491,Order
492,2026-02-06 00:05:34,2026-02-09 00:05:34,2026-02-09 00:05:34,430.34,同兴万点传媒有限公司移动应用开发,安徽省雪县城北广州街H座 150246,想市,福建省,341121,中国,492,Order
493,2024-07-15 10:37:15,2024-07-24 10:37:15,2024-07-18 10:37:15,113.95,新格林耐特网络有限公司科技公司,陕西省莉市海陵潮州街b座 800220,海门市,广东省,966848,中国,493,Order
494,2024-05-24 05:20:08,2024-06-07 05:20:08,2024-05-26 05:20:08,15.81,中建创业网络有限公司信息技术,江苏省南宁市沈河吴街H座 274714,凤英市,海南省,841697,中国,494,Order
495,2024-04-25 07:35:13,2024-04-28 07:35:13,2024-04-28 07:35:13,385.83,南康传媒有限公司虚拟现实,新疆维吾尔自治区合肥市西夏杨路u座 969840,彬市,湖南省,118593,中国,495,Order
496,2024-05-08 03:14:19,2024-05-21 03:14:19,2024-05-11 03:14:19,12.95,华成育卓科技有限公司物联网,辽宁省天津市南长兰州街Z座 934701,建市,福建省,354441,中国,496,Order
497,2024-04-14 22:35:31,2024-04-25 22:35:31,2024-04-18 22:35:31,374.17,戴硕电子科技有限公司云计算,辽宁省莹市涪城阎街h座 431413,成都县,天津市,423590,中国,497,Order
498,2024-04-23 19:32:12,2024-05-03 19:32:12,2024-04-26 19:32:12,495.79,明腾科技有限公司智能科技,上海市成都市长寿嘉禾路t座 859476,健县,广西壮族自治区,933887,中国,498,Order
499,2026-01-31 03:05:03,2026-02-14 03:05:03,,255.17,华成育卓科技有限公司物联网,辽宁省天津市南长兰州街Z座 934701,建市,福建省,354441,中国,499,Order
500,2025-10-01 06:03:46,2025-10-14 06:03:46,2025-10-06 06:03:46,59.8,创联世纪网络有限公司数字科技,辽宁省亮县锡山澳门路k座 303312,汕尾市,海南省,997340,中国,500,Order
501,2025-09-14 01:05:31,2025-09-21 01:05:31,2025-09-18 01:05:31,459.32,和泰信息有限公司智能科技,北京市邯郸县友好陈街y座 426426,太原县,北京市,460560,中国,501,Order
502,2024-09-03 12:00:20,2024-09-09 12:00:20,2024-09-08 12:00:20,398.84,鸿睿思博网络有限公司人工智能,西藏自治区云市蓟州黄路W座 144791,艳县,山西省,200853,中国,502,Order
503,2024-11-02 08:49:49,2024-11-10 08:49:49,2024-11-04 08:49:49,27.67,昂歌信息传媒有限公司互联网服务,贵州省婷县南长银川路R座 666949,通辽市,澳门特别行政区,679826,中国,503,Order
504,2026-02-13 04:53:51,2026-02-25 04:53:51,,254.52,昊嘉信息有限公司云计算,上海市汕尾市长寿沈阳街C座 705111,云市,新疆维吾尔自治区,187121,中国,504,Order
505,2025-11-14 16:52:43,2025-11-24 16:52:43,2025-11-19 16:52:43,137.84,新宇龙信息科技有限公司科技公司,浙江省坤县海港淮安路j座 926220,贵阳市,澳门特别行政区,497153,中国,505,Order
506,2024-09-18 19:36:58,2024-09-25 19:36:58,2024-09-20 19:36:58,309.49,雨林木风计算机传媒有限公司物联网,内蒙古自治区柳市南湖齐齐哈尔路L座 415915,贵阳县,天津市,420544,中国,506,Order
507,2025-03-14 19:36:59,2025-03-22 19:36:59,,181.23,浙大万朋信息有限公司互联网服务,安徽省西安县沈北新澳门路X座 435212,秀英市,山东省,192695,中国,507,Order
508,2025-06-25 07:04:38,2025-07-03 07:04:38,2025-06-30 07:04:38,52.25,昂歌信息网络有限公司数字科技,云南省汕尾县牧野东莞路K座 682535,丽丽市,香港特别行政区,262977,中国,508,Order
509,2024-11-16 17:30:35,2024-11-29 17:30:35,2024-11-21 17:30:35,425.97,昂歌信息传媒有限公司互联网服务,贵州省婷县南长银川路R座 666949,通辽市,澳门特别行政区,679826,中国,509,Order
510,2026-03-16 19:04:18,2026-03-21 19:04:18,2026-03-21 19:04:18,456.09,东方峻景网络有限公司生物科技,浙江省玉梅市沙湾徐街F座 265108,宁德市,云南省,577015,中国,510,Order
511,2026-03-14 08:17:56,2026-03-21 08:17:56,2026-03-19 08:17:56,425.31,南康传媒有限公司虚拟现实,新疆维吾尔自治区合肥市西夏杨路u座 969840,彬市,湖南省,118593,中国,511,Order
512,2026-02-24 05:40:30,2026-03-08 05:40:30,2026-02-28 05:40:30,372.44,巨奥传媒有限公司科技公司,澳门特别行政区澳门县永川呼和浩特路W座 828636,合肥市,新疆维吾尔自治区,362851,中国,512,Order
513,2025-01-16 07:42:25,2025-01-30 07:42:25,2025-01-21 07:42:25,273.03,思优传媒有限公司网络安全,江西省台北市城北合山街z座 819116,哈尔滨市,安徽省,375582,中国,513,Order
514,2025-12-22 03:06:36,2025-12-30 03:06:36,2025-12-27 03:06:36,125.12,雨林木风计算机传媒有限公司数字科技,湖北省荣县白云汪路G座 286703,刚市,上海市,604223,中国,514,Order
515,2025-11-13 11:06:30,2025-11-22 11:06:30,2025-11-15 11:06:30,425.71,思优传媒有限公司生物科技,天津市武汉市普陀宜都街M座 997374,拉萨县,河北省,825490,中国,515,Order
516,2024-10-08 14:12:13,2024-10-17 14:12:13,2024-10-11 14:12:13,308.71,国讯科技有限公司科技公司,甘肃省玉梅县城北广州路a座 989029,文县,云南省,210027,中国,516,Order
517,2025-06-30 17:43:25,2025-07-03 17:43:25,2025-07-03 17:43:25,215.39,商软冠联网络有限公司人工智能,新疆维吾尔自治区海口县丰都冯路M座 966391,瑜市,海南省,239768,中国,517,Order
518,2025-09-15 04:13:34,2025-09-19 04:13:34,,375.66,雨林木风计算机传媒有限公司数字科技,湖北省荣县白云汪路G座 286703,刚市,上海市,604223,中国,518,Order
519,2026-03-11 05:06:14,2026-03-15 05:06:14,2026-03-16 05:06:14,31.55,天益传媒有限公司区块链技术,吉林省莉市涪城哈尔滨街q座 220531,婷婷县,澳门特别行政区,276141,中国,519,Order
520,2025-09-01 00:13:41,2025-09-04 00:13:41,2025-09-02 00:13:41,65.63,通际名联传媒有限公司云计算,四川省桂芝市吉区长春街y座 651155,南宁市,贵州省,800562,中国,520,Order
521,2025-09-02 06:21:55,2025-09-06 06:21:55,2025-09-05 06:21:55,15.35,国讯信息有限公司金融科技,海南省兵县山亭周街y座 863706,潜江县,四川省,449463,中国,521,Order
522,2024-11-12 10:04:50,2024-11-21 10:04:50,2024-11-16 10:04:50,170.14,新宇龙信息科技有限公司科技公司,浙江省坤县海港淮安路j座 926220,贵阳市,澳门特别行政区,497153,中国,522,Order
523,2025-09-08 22:39:29,2025-09-16 22:39:29,2025-09-13 22:39:29,475.82,鸿睿思博网络有限公司科技公司,青海省兴安盟县西夏佘街D座 903506,长春县,澳门特别行政区,979622,中国,523,Order
524,2026-01-07 02:08:11,2026-01-11 02:08:11,2026-01-11 02:08:11,497.11,天开网络有限公司互联网服务,宁夏回族自治区健县清城南昌路Y座 765549,沈阳市,浙江省,746834,中国,524,Order
525,2025-09-12 03:39:20,2025-09-24 03:39:20,2025-09-16 03:39:20,78.31,飞海科技科技有限公司电子商务,上海市长春市江北佛山街L座 320483,兰州市,陕西省,185037,中国,525,Order
526,2025-07-19 21:08:28,2025-07-30 21:08:28,2025-07-22 21:08:28,195.69,时空盒数字传媒有限公司互联网服务,浙江省沈阳市门头沟银川街c座 919514,张家港县,上海市,720701,中国,526,Order
527,2026-01-24 15:03:14,2026-01-27 15:03:14,2026-01-27 15:03:14,245.66,戴硕电子网络有限公司人工智能,江苏省六安市璧山车路E座 396526,雷县,山东省,385046,中国,527,Order
528,2025-05-16 17:18:52,2025-05-20 17:18:52,2025-05-20 17:18:52,236.71,思优信息有限公司虚拟现实,河北省澳门市梁平宜都街F座 195288,桂香县,辽宁省,124862,中国,528,Order
529,2024-12-18 20:28:49,2024-12-28 20:28:49,2024-12-20 20:28:49,338.77,通际名联传媒有限公司云计算,四川省桂芝市吉区长春街y座 651155,南宁市,贵州省,800562,中国,529,Order
530,2024-12-19 16:33:41,2024-12-27 16:33:41,2024-12-23 16:33:41,440.59,快讯信息有限公司大数据分析,内蒙古自治区通辽县金平兴城路i座 503555,荆门市,云南省,281393,中国,530,Order
531,2025-10-02 08:56:10,2025-10-16 08:56:10,,450.09,彩虹科技有限公司生物科技,台湾省旭市门头沟东莞街E座 294059,梧州市,贵州省,932212,中国,531,Order
532,2025-05-20 22:37:10,2025-05-24 22:37:10,2025-05-21 22:37:10,85.64,明腾科技有限公司智能科技,上海市成都市长寿嘉禾路t座 859476,健县,广西壮族自治区,933887,中国,532,Order
533,2026-03-10 20:10:07,2026-03-23 20:10:07,2026-03-11 20:10:07,433.88,太极网络有限公司网络安全,江西省银川市兴山上海路W座 571776,惠州市,内蒙古自治区,797677,中国,533,Order
534,2025-04-09 23:00:49,2025-04-23 23:00:49,2025-04-12 23:00:49,118.15,华成育卓科技有限公司物联网,辽宁省天津市南长兰州街Z座 934701,建市,福建省,354441,中国,534,Order
535,2025-02-01 12:03:47,2025-02-12 12:03:47,2025-02-03 12:03:47,155.2,和泰信息有限公司智能科技,北京市邯郸县友好陈街y座 426426,太原县,北京市,460560,中国,535,Order
536,2025-04-11 21:01:08,2025-04-21 21:01:08,2025-04-16 21:01:08,419.99,良诺信息有限公司移动应用开发,甘肃省秀云市上街合肥路i座 146344,西安市,湖北省,278336,中国,536,Order
537,2024-11-26 19:29:03,2024-12-01 19:29:03,2024-11-27 19:29:03,220.84,迪摩科技有限公司智能科技,新疆维吾尔自治区哈尔滨市清河张路X座 621260,海门市,香港特别行政区,884493,中国,537,Order
538,2026-03-23 13:13:14,2026-03-27 13:13:14,2026-03-25 13:13:14,296.42,飞利信传媒有限公司电子商务,湖南省雪梅县平山西安路c座 107995,乌鲁木齐市,台湾省,706254,中国,538,Order
539,2025-12-07 09:15:16,2025-12-10 09:15:16,2025-12-11 09:15:16,407.0,恩悌网络有限公司云计算,浙江省利县华龙巢湖路i座 210303,武汉市,山西省,843988,中国,539,Order
540,2024-10-07 08:20:35,2024-10-18 08:20:35,2024-10-08 08:20:35,65.43,通际名联科技有限公司移动应用开发,山西省辉市孝南黄街s座 643128,玉珍县,北京市,925586,中国,540,Order
541,2024-07-13 18:10:02,2024-07-18 18:10:02,,315.45,飞海科技网络有限公司移动应用开发,海南省天津市淄川张街q座 932172,燕县,浙江省,971594,中国,541,Order
542,2025-09-16 22:51:23,2025-09-22 22:51:23,2025-09-20 22:51:23,446.71,鑫博腾飞网络有限公司科技公司,上海市马鞍山市高港梧州路P座 473928,福州县,青海省,812546,中国,542,Order
543,2026-01-11 06:01:42,2026-01-23 06:01:42,2026-01-14 06:01:42,424.14,中建创业网络有限公司信息技术,江苏省南宁市沈河吴街H座 274714,凤英市,海南省,841697,中国,543,Order
544,2024-06-18 02:58:46,2024-06-26 02:58:46,2024-06-21 02:58:46,261.94,思优传媒有限公司生物科技,天津市武汉市普陀宜都街M座 997374,拉萨县,河北省,825490,中国,544,Order
545,2025-07-05 11:51:37,2025-07-18 11:51:37,2025-07-06 11:51:37,25.63,数字100科技有限公司人工智能,安徽省北镇市东丽淮安路q座 582719,慧市,河南省,391859,中国,545,Order
546,2026-01-01 12:10:34,2026-01-14 12:10:34,2026-01-06 12:10:34,269.34,数字100科技有限公司人工智能,安徽省北镇市东丽淮安路q座 582719,慧市,河南省,391859,中国,546,Order
547,2024-04-22 00:41:46,2024-05-04 00:41:46,2024-04-27 00:41:46,166.07,恩悌网络有限公司大数据分析,海南省宜都市海陵张街e座 169265,北镇县,香港特别行政区,794751,中国,547,Order
548,2024-04-10 07:11:24,2024-04-14 07:11:24,2024-04-15 07:11:24,470.23,昊嘉信息有限公司云计算,上海市汕尾市长寿沈阳街C座 705111,云市,新疆维吾尔自治区,187121,中国,548,Order
549,2025-11-11 11:57:32,2025-11-22 11:57:32,,213.52,恩悌网络有限公司大数据分析,海南省宜都市海陵张街e座 169265,北镇县,香港特别行政区,794751,中国,549,Order
550,2026-02-22 23:39:52,2026-02-26 23:39:52,2026-02-23 23:39:52,322.18,昂歌信息网络有限公司数字科技,云南省汕尾县牧野东莞路K座 682535,丽丽市,香港特别行政区,262977,中国,550,Order
551,2024-06-11 11:41:43,2024-06-15 11:41:43,2024-06-12 11:41:43,225.9,创亿网络有限公司数字科技,重庆市重庆市大兴阜新街Y座 156258,济南市,福建省,122791,中国,551,Order
552,2026-02-18 17:16:34,2026-02-28 17:16:34,2026-02-19 17:16:34,466.47,良诺信息有限公司移动应用开发,甘肃省秀云市上街合肥路i座 146344,西安市,湖北省,278336,中国,552,Order
553,2025-07-14 12:53:44,2025-07-19 12:53:44,2025-07-15 12:53:44,411.39,超艺信息有限公司云计算,河北省成市东丽昆明街K座 960129,婷婷市,浙江省,753169,中国,553,Order
554,2025-02-25 12:09:48,2025-03-08 12:09:48,2025-02-27 12:09:48,287.79,良诺信息有限公司信息技术,陕西省南昌县西峰朱路u座 281318,兰州县,天津市,255219,中国,554,Order
555,2025-08-26 01:49:35,2025-09-01 01:49:35,2025-08-31 01:49:35,385.2,昂歌信息网络有限公司数字科技,云南省汕尾县牧野东莞路K座 682535,丽丽市,香港特别行政区,262977,中国,555,Order
556,2025-04-24 17:51:13,2025-05-05 17:51:13,2025-04-25 17:51:13,283.56,天益传媒有限公司区块链技术,吉林省莉市涪城哈尔滨街q座 220531,婷婷县,澳门特别行政区,276141,中国,556,Order
557,2025-01-29 00:27:03,2025-02-09 00:27:03,2025-02-03 00:27:03,447.56,太极传媒有限公司物联网,江苏省明市黄浦武汉街C座 796913,瑞市,江苏省,735321,中国,557,Order
558,2024-12-03 23:04:32,2024-12-17 23:04:32,2024-12-08 23:04:32,360.78,银嘉科技有限公司金融科技,香港特别行政区北镇市沙市太原街l座 765547,长春县,台湾省,892976,中国,558,Order
559,2024-09-11 12:45:44,2024-09-25 12:45:44,2024-09-16 12:45:44,290.99,昂歌信息传媒有限公司互联网服务,贵州省婷县南长银川路R座 666949,通辽市,澳门特别行政区,679826,中国,559,Order
560,2025-02-16 15:13:35,2025-02-21 15:13:35,2025-02-21 15:13:35,268.52,思优信息有限公司虚拟现实,河北省澳门市梁平宜都街F座 195288,桂香县,辽宁省,124862,中国,560,Order
561,2025-09-09 18:05:31,2025-09-16 18:05:31,2025-09-13 18:05:31,136.92,昂歌信息科技有限公司生物科技,内蒙古自治区金凤县城东马鞍山路A座 708516,南昌市,四川省,658489,中国,561,Order
562,2025-01-01 20:31:51,2025-01-14 20:31:51,2025-01-05 20:31:51,31.81,通际名联信息有限公司区块链技术,广东省桂荣县梁平谷街u座 437080,上海市,内蒙古自治区,431703,中国,562,Order
563,2025-08-22 03:55:45,2025-08-31 03:55:45,2025-08-25 03:55:45,43.41,毕博诚信息有限公司生物科技,新疆维吾尔自治区永安市蓟州荆门街q座 646208,佳市,云南省,998503,中国,563,Order
564,2024-07-12 17:45:35,2024-07-26 17:45:35,2024-07-13 17:45:35,397.29,和泰信息有限公司人工智能,云南省武汉市江北邱路V座 822794,石家庄市,湖北省,428965,中国,564,Order
565,2026-04-04 20:37:56,2026-04-11 20:37:56,2026-04-05 20:37:56,256.29,昊嘉信息有限公司云计算,上海市汕尾市长寿沈阳街C座 705111,云市,新疆维吾尔自治区,187121,中国,565,Order
566,2025-08-01 02:17:48,2025-08-11 02:17:48,2025-08-05 02:17:48,23.42,维旺明信息有限公司大数据分析,湖南省台北县西峰黄街e座 976378,北镇市,新疆维吾尔自治区,300772,中国,566,Order
567,2024-10-14 08:22:51,2024-10-22 08:22:51,2024-10-18 08:22:51,286.82,时空盒数字网络有限公司大数据分析,甘肃省淮安市房山侯路J座 800401,通辽县,香港特别行政区,104126,中国,567,Order
568,2025-05-25 00:28:58,2025-06-02 00:28:58,2025-05-27 00:28:58,130.88,同兴万点传媒有限公司移动应用开发,安徽省雪县城北广州街H座 150246,想市,福建省,341121,中国,568,Order
569,2025-04-11 18:29:02,2025-04-16 18:29:02,,48.72,创亿科技有限公司科技公司,青海省南宁市吉区何街g座 592075,秀云县,辽宁省,722867,中国,569,Order
570,2024-10-27 04:13:53,2024-11-04 04:13:53,2024-10-31 04:13:53,83.34,创亿信息有限公司移动应用开发,河南省琳县蓟州施路j座 539361,永安市,天津市,240654,中国,570,Order
571,2025-03-28 08:33:27,2025-03-31 08:33:27,,304.67,创联世纪网络有限公司数字科技,辽宁省亮县锡山澳门路k座 303312,汕尾市,海南省,997340,中国,571,Order
572,2024-09-29 16:48:21,2024-10-02 16:48:21,2024-10-01 16:48:21,307.92,和泰信息有限公司人工智能,云南省武汉市江北邱路V座 822794,石家庄市,湖北省,428965,中国,572,Order
573,2025-09-27 14:28:51,2025-10-09 14:28:51,2025-09-29 14:28:51,156.27,新格林耐特网络有限公司科技公司,陕西省莉市海陵潮州街b座 800220,海门市,广东省,966848,中国,573,Order
574,2025-07-25 20:37:14,2025-08-05 20:37:14,2025-07-27 20:37:14,251.5,明腾科技有限公司智能科技,上海市成都市长寿嘉禾路t座 859476,健县,广西壮族自治区,933887,中国,574,Order
575,2026-02-02 04:30:46,2026-02-13 04:30:46,2026-02-07 04:30:46,26.04,中建创业网络有限公司信息技术,江苏省南宁市沈河吴街H座 274714,凤英市,海南省,841697,中国,575,Order
576,2026-04-01 13:56:03,2026-04-05 13:56:03,2026-04-05 13:56:03,374.31,彩虹科技有限公司生物科技,台湾省旭市门头沟东莞街E座 294059,梧州市,贵州省,932212,中国,576,Order
577,2025-07-29 14:47:48,2025-08-04 14:47:48,2025-07-31 14:47:48,302.96,创亿网络有限公司数字科技,重庆市重庆市大兴阜新街Y座 156258,济南市,福建省,122791,中国,577,Order
578,2024-06-14 05:57:21,2024-06-25 05:57:21,2024-06-16 05:57:21,251.66,通际名联传媒有限公司云计算,四川省桂芝市吉区长春街y座 651155,南宁市,贵州省,800562,中国,578,Order
579,2025-07-25 08:31:32,2025-07-29 08:31:32,2025-07-28 08:31:32,51.48,彩虹科技有限公司生物科技,台湾省旭市门头沟东莞街E座 294059,梧州市,贵州省,932212,中国,579,Order
580,2024-11-26 11:09:11,2024-12-09 11:09:11,2024-11-30 11:09:11,400.19,九方科技有限公司虚拟现实,广东省莹县滨城徐街w座 535418,慧县,江西省,744631,中国,580,Order
581,2025-06-26 15:54:11,2025-07-04 15:54:11,2025-07-01 15:54:11,327.05,创亿网络有限公司数字科技,重庆市重庆市大兴阜新街Y座 156258,济南市,福建省,122791,中国,581,Order
582,2025-07-14 22:08:48,2025-07-23 22:08:48,2025-07-16 22:08:48,415.25,快讯信息有限公司大数据分析,内蒙古自治区通辽县金平兴城路i座 503555,荆门市,云南省,281393,中国,582,Order
583,2026-01-21 12:37:40,2026-01-28 12:37:40,2026-01-26 12:37:40,356.46,超艺网络有限公司电子商务,台湾省惠州县牧野关岭街Q座 883077,佛山县,四川省,539452,中国,583,Order
584,2025-01-23 04:48:20,2025-02-02 04:48:20,2025-01-27 04:48:20,295.3,良诺信息有限公司移动应用开发,甘肃省秀云市上街合肥路i座 146344,西安市,湖北省,278336,中国,584,Order
585,2024-07-10 23:54:23,2024-07-14 23:54:23,,382.47,戴硕电子网络有限公司人工智能,江苏省六安市璧山车路E座 396526,雷县,山东省,385046,中国,585,Order
586,2025-01-27 15:32:44,2025-02-01 15:32:44,,217.08,戴硕电子科技有限公司云计算,辽宁省莹市涪城阎街h座 431413,成都县,天津市,423590,中国,586,Order
587,2026-02-21 23:46:31,2026-02-25 23:46:31,2026-02-26 23:46:31,41.38,通际名联科技有限公司移动应用开发,山西省辉市孝南黄街s座 643128,玉珍县,北京市,925586,中国,587,Order
588,2025-06-20 15:08:14,2025-07-04 15:08:14,,327.98,时空盒数字网络有限公司大数据分析,甘肃省淮安市房山侯路J座 800401,通辽县,香港特别行政区,104126,中国,588,Order
589,2025-10-08 12:14:34,2025-10-12 12:14:34,2025-10-13 12:14:34,246.69,新格林耐特网络有限公司科技公司,陕西省莉市海陵潮州街b座 800220,海门市,广东省,966848,中国,589,Order
590,2024-07-31 11:20:23,2024-08-11 11:20:23,,151.89,思优传媒有限公司网络安全,江西省台北市城北合山街z座 819116,哈尔滨市,安徽省,375582,中国,590,Order
591,2024-04-30 09:57:21,2024-05-11 09:57:21,2024-05-05 09:57:21,444.63,思优信息有限公司虚拟现实,河北省澳门市梁平宜都街F座 195288,桂香县,辽宁省,124862,中国,591,Order
592,2025-03-20 15:36:49,2025-03-24 15:36:49,2025-03-25 15:36:49,476.44,鑫博腾飞网络有限公司科技公司,上海市马鞍山市高港梧州路P座 473928,福州县,青海省,812546,中国,592,Order
593,2025-06-21 22:13:35,2025-06-27 22:13:35,2025-06-23 22:13:35,451.81,迪摩科技有限公司智能科技,新疆维吾尔自治区哈尔滨市清河张路X座 621260,海门市,香港特别行政区,884493,中国,593,Order
594,2024-07-27 02:02:49,2024-08-09 02:02:49,2024-07-31 02:02:49,240.43,富罳网络有限公司互联网服务,重庆市宁市东城黄街A座 847040,洋县,福建省,901498,中国,594,Order
595,2025-07-01 11:43:48,2025-07-10 11:43:48,2025-07-02 11:43:48,326.35,华成育卓传媒有限公司智能科技,山西省波县梁平昆明路j座 498723,丹丹市,江西省,712585,中国,595,Order
596,2025-05-20 00:26:44,2025-05-25 00:26:44,,490.61,和泰科技有限公司区块链技术,重庆市重庆市和平北京街u座 140339,成市,安徽省,238244,中国,596,Order
597,2025-01-30 21:58:11,2025-02-12 21:58:11,2025-02-04 21:58:11,359.64,济南亿次元网络有限公司数字科技,天津市太原市双滦梅街L座 337339,婷市,河北省,809552,中国,597,Order
598,2025-04-04 18:00:35,2025-04-16 18:00:35,2025-04-08 18:00:35,451.19,和泰科技有限公司智能科技,湖北省艳县城东武汉路F座 536666,永安市,陕西省,833354,中国,598,Order
599,2024-06-29 08:32:42,2024-07-08 08:32:42,2024-07-04 08:32:42,386.24,泰麒麟传媒有限公司人工智能,湖北省琴县上街童街r座 617701,兰英县,澳门特别行政区,990446,中国,599,Order
600,2024-12-22 23:52:15,2025-01-05 23:52:15,,95.97,昂歌信息传媒有限公司互联网服务,贵州省婷县南长银川路R座 666949,通辽市,澳门特别行政区,679826,中国,600,Order
601,2024-05-20 14:50:19,2024-05-29 14:50:19,2024-05-21 14:50:19,284.33,华成育卓科技有限公司物联网,辽宁省天津市南长兰州街Z座 934701,建市,福建省,354441,中国,601,Order
602,2026-03-28 06:07:08,2026-04-03 06:07:08,2026-04-02 06:07:08,104.77,东方峻景网络有限公司生物科技,浙江省玉梅市沙湾徐街F座 265108,宁德市,云南省,577015,中国,602,Order
603,2024-08-10 01:24:29,2024-08-16 01:24:29,2024-08-15 01:24:29,54.85,和泰信息有限公司智能科技,北京市邯郸县友好陈街y座 426426,太原县,北京市,460560,中国,603,Order
604,2024-12-08 06:33:24,2024-12-11 06:33:24,2024-12-12 06:33:24,289.9,思优传媒有限公司生物科技,天津市武汉市普陀宜都街M座 997374,拉萨县,河北省,825490,中国,604,Order
605,2024-06-14 23:31:07,2024-06-24 23:31:07,2024-06-17 23:31:07,134.15,诺依曼软件传媒有限公司网络安全,浙江省秀梅市和平魏路q座 355128,秀兰市,四川省,798734,中国,605,Order
606,2025-08-06 15:01:54,2025-08-19 15:01:54,2025-08-07 15:01:54,28.53,超艺网络有限公司电子商务,台湾省惠州县牧野关岭街Q座 883077,佛山县,四川省,539452,中国,606,Order
607,2025-08-22 21:44:25,2025-08-29 21:44:25,,164.1,方正科技网络有限公司电子商务,青海省婷婷县兴山海口路U座 996871,杭州市,浙江省,921265,中国,607,Order
608,2025-02-17 07:38:00,2025-02-22 07:38:00,,243.57,济南亿次元网络有限公司数字科技,天津市太原市双滦梅街L座 337339,婷市,河北省,809552,中国,608,Order
609,2024-08-19 02:33:53,2024-08-22 02:33:53,2024-08-23 02:33:53,94.99,昊嘉信息有限公司云计算,上海市汕尾市长寿沈阳街C座 705111,云市,新疆维吾尔自治区,187121,中国,609,Order
610,2024-05-10 23:09:38,2024-05-17 23:09:38,2024-05-15 23:09:38,41.65,新格林耐特网络有限公司科技公司,陕西省莉市海陵潮州街b座 800220,海门市,广东省,966848,中国,610,Order
611,2025-03-10 23:10:44,2025-03-13 23:10:44,2025-03-12 23:10:44,261.2,彩虹科技有限公司生物科技,台湾省旭市门头沟东莞街E座 294059,梧州市,贵州省,932212,中国,611,Order
612,2024-10-07 19:58:39,2024-10-18 19:58:39,2024-10-11 19:58:39,376.4,昂歌信息传媒有限公司互联网服务,贵州省婷县南长银川路R座 666949,通辽市,澳门特别行政区,679826,中国,612,Order
613,2024-05-19 20:28:05,2024-05-22 20:28:05,2024-05-22 20:28:05,428.84,创亿网络有限公司数字科技,重庆市重庆市大兴阜新街Y座 156258,济南市,福建省,122791,中国,613,Order
614,2026-02-13 12:24:32,2026-02-21 12:24:32,2026-02-15 12:24:32,145.85,济南亿次元网络有限公司数字科技,天津市太原市双滦梅街L座 337339,婷市,河北省,809552,中国,614,Order
615,2024-07-29 04:45:15,2024-08-01 04:45:15,2024-08-02 04:45:15,418.65,和泰科技有限公司区块链技术,重庆市重庆市和平北京街u座 140339,成市,安徽省,238244,中国,615,Order
616,2025-07-28 01:58:02,2025-07-31 01:58:02,2025-08-01 01:58:02,286.01,数字100科技有限公司人工智能,安徽省北镇市东丽淮安路q座 582719,慧市,河南省,391859,中国,616,Order
617,2026-01-24 14:11:20,2026-02-01 14:11:20,,359.88,同兴万点传媒有限公司移动应用开发,安徽省雪县城北广州街H座 150246,想市,福建省,341121,中国,617,Order
618,2025-08-22 23:59:09,2025-09-03 23:59:09,,445.84,思优传媒有限公司网络安全,江西省台北市城北合山街z座 819116,哈尔滨市,安徽省,375582,中国,618,Order
619,2025-07-13 12:47:04,2025-07-16 12:47:04,,295.29,商软冠联传媒有限公司物联网,宁夏回族自治区淮安市高明石家庄路C座 942043,刚县,新疆维吾尔自治区,745577,中国,619,Order
620,2024-11-03 03:04:34,2024-11-07 03:04:34,2024-11-07 03:04:34,90.37,快讯信息有限公司大数据分析,内蒙古自治区通辽县金平兴城路i座 503555,荆门市,云南省,281393,中国,620,Order
621,2024-12-05 15:05:56,2024-12-10 15:05:56,2024-12-10 15:05:56,465.83,通际名联科技有限公司移动应用开发,山西省辉市孝南黄街s座 643128,玉珍县,北京市,925586,中国,621,Order
622,2026-02-06 17:59:29,2026-02-09 17:59:29,2026-02-07 17:59:29,349.28,四通传媒有限公司信息技术,西藏自治区嘉禾县高明西宁路X座 823260,汕尾县,四川省,305729,中国,622,Order
623,2026-01-14 12:15:11,2026-01-27 12:15:11,2026-01-15 12:15:11,10.26,良诺信息有限公司金融科技,海南省玉市璧山陈街N座 471929,鑫市,安徽省,382063,中国,623,Order
624,2025-03-29 20:20:34,2025-04-03 20:20:34,2025-04-03 20:20:34,33.7,明腾科技有限公司智能科技,上海市成都市长寿嘉禾路t座 859476,健县,广西壮族自治区,933887,中国,624,Order
625,2025-09-25 11:53:47,2025-09-29 11:53:47,,282.29,超艺信息有限公司云计算,河北省成市东丽昆明街K座 960129,婷婷市,浙江省,753169,中国,625,Order
